"","industry","race_gender","employ_n","year"
"1890","Agriculture and related","TOTAL",30000,2017
"1891","Agriculture and related","TOTAL",24000,2017
"1892","Agriculture and related","TOTAL",90000,2017
"1893","Mining, quarrying, and
oil and gas extraction","TOTAL",146000,2017
"1894","Mining, quarrying, and
oil and gas extraction","TOTAL",111000,2017
"1895","Mining, quarrying, and
oil and gas extraction","TOTAL",4000,2017
"1896","Mining, quarrying, and
oil and gas extraction","TOTAL",5000,2017
"1897","Mining, quarrying, and
oil and gas extraction","TOTAL",11000,2017
"1898","Mining, quarrying, and
oil and gas extraction","TOTAL",52000,2017
"1899","Mining, quarrying, and
oil and gas extraction","TOTAL",1000,2017
"1900","Mining, quarrying, and
oil and gas extraction","TOTAL",235000,2017
"1901","Mining, quarrying, and
oil and gas extraction","TOTAL",55000,2017
"1902","Mining, quarrying, and
oil and gas extraction","TOTAL",47000,2017
"1903","Mining, quarrying, and
oil and gas extraction","TOTAL",81000,2017
"1904","Construction","TOTAL",1984000,2017
"1905","Construction","TOTAL",265000,2017
"1906","Construction","TOTAL",15000,2017
"1907","Construction","TOTAL",47000,2017
"1908","Construction","TOTAL",111000,2017
"1909","Construction","TOTAL",492000,2017
"1910","Construction","TOTAL",5000,2017
"1911","Construction","TOTAL",6769000,2017
"1912","Construction","TOTAL",612000,2017
"1913","Construction","TOTAL",161000,2017
"1914","Construction","TOTAL",232000,2017
"1915","Manufacturing","TOTAL",2645000,2017
"1916","Manufacturing","TOTAL",2255000,2017
"1917","Manufacturing","TOTAL",36000,2017
"1918","Manufacturing","TOTAL",215000,2017
"1919","Manufacturing","TOTAL",608000,2017
"1920","Manufacturing","TOTAL",1292000,2017
"1921","Manufacturing","TOTAL",61000,2017
"1922","Manufacturing","TOTAL",304000,2017
"1923","Manufacturing","TOTAL",675000,2017
"1924","Manufacturing","TOTAL",6078000,2017
"1925","Manufacturing","TOTAL",1239000,2017
"1926","Durable goods","TOTAL",1692000,2017
"1927","Durable goods","TOTAL",1624000,2017
"1928","Durable goods","TOTAL",25000,2017
"1929","Durable goods","TOTAL",89000,2017
"1930","Durable goods","TOTAL",296000,2017
"1931","Durable goods","TOTAL",823000,2017
"1932","Durable goods","TOTAL",5000,2017
"1933","Durable goods","TOTAL",234000,2017
"1934","Durable goods","TOTAL",434000,2017
"1935","Durable goods","TOTAL",3823000,2017
"1936","Durable goods","TOTAL",654000,2017
"1937","Nondurable goods","TOTAL",952000,2017
"1938","Nondurable goods","TOTAL",630000,2017
"1939","Nondurable goods","TOTAL",12000,2017
"1940","Nondurable goods","TOTAL",126000,2017
"1941","Nondurable goods","TOTAL",312000,2017
"1942","Nondurable goods","TOTAL",469000,2017
"1943","Nondurable goods","TOTAL",56000,2017
"1944","Nondurable goods","TOTAL",71000,2017
"1945","Nondurable goods","TOTAL",241000,2017
"1946","Nondurable goods","TOTAL",2255000,2017
"1947","Nondurable goods","TOTAL",585000,2017
"1948","Wholesale and retail trade","TOTAL",1497000,2017
"1949","Wholesale and retail trade","TOTAL",1209000,2017
"1950","Wholesale and retail trade","TOTAL",69000,2017
"1951","Wholesale and retail trade","TOTAL",669000,2017
"1952","Wholesale and retail trade","TOTAL",10129000,2017
"1953","Wholesale and retail trade","TOTAL",3318000,2017
"1954","Wholesale and retail trade","TOTAL",62000,2017
"1955","Wholesale and retail trade","TOTAL",96000,2017
"1956","Wholesale and retail trade","TOTAL",709000,2017
"1957","Wholesale and retail trade","TOTAL",579000,2017
"1958","Wholesale and retail trade","TOTAL",1977000,2017
"1959","Wholesale trade","TOTAL",513000,2017
"1960","Wholesale trade","TOTAL",173000,2017
"1961","Wholesale trade","TOTAL",3000,2017
"1962","Wholesale trade","TOTAL",34000,2017
"1963","Wholesale trade","TOTAL",1304000,2017
"1964","Wholesale trade","TOTAL",542000,2017
"1965","Wholesale trade","TOTAL",52000,2017
"1966","Wholesale trade","TOTAL",22000,2017
"1967","Wholesale trade","TOTAL",126000,2017
"1968","Wholesale trade","TOTAL",122000,2017
"1969","Wholesale trade","TOTAL",701000,2017
"1970","Retail trade","TOTAL",984000,2017
"1971","Retail trade","TOTAL",1036000,2017
"1972","Retail trade","TOTAL",66000,2017
"1973","Retail trade","TOTAL",636000,2017
"1974","Retail trade","TOTAL",8824000,2017
"1975","Retail trade","TOTAL",2776000,2017
"1976","Retail trade","TOTAL",10000,2017
"1977","Retail trade","TOTAL",73000,2017
"1978","Retail trade","TOTAL",582000,2017
"1979","Retail trade","TOTAL",456000,2017
"1980","Retail trade","TOTAL",1276000,2017
"1981","Transportation and utilities","TOTAL",876000,2017
"1982","Transportation and utilities","TOTAL",379000,2017
"1983","Transportation and utilities","TOTAL",34000,2017
"1984","Transportation and utilities","TOTAL",152000,2017
"1985","Transportation and utilities","TOTAL",123000,2017
"1986","Transportation and utilities","TOTAL",1653000,2017
"1987","Transportation and utilities","TOTAL",4000,2017
"1988","Transportation and utilities","TOTAL",176000,2017
"1989","Transportation and utilities","TOTAL",543000,2017
"1990","Transportation and utilities","TOTAL",373000,2017
"1991","Transportation and utilities","TOTAL",3847000,2017
"1992","Information","TOTAL",564000,2017
"1993","Information","TOTAL",1134000,2017
"1994","Information","TOTAL",6000,2017
"1995","Information","TOTAL",72000,2017
"1996","Information","TOTAL",330000,2017
"1997","Information","TOTAL",428000,2017
"1998","Information","TOTAL",0,2017
"1999","Information","TOTAL",13000,2017
"2000","Information","TOTAL",279000,2017
"2001","Information","TOTAL",40000,2017
"2002","Information","TOTAL",37000,2017
"2003","Financial activities","TOTAL",4398000,2017
"2004","Financial activities","TOTAL",907000,2017
"2005","Financial activities","TOTAL",62000,2017
"2006","Financial activities","TOTAL",326000,2017
"2007","Financial activities","TOTAL",2284000,2017
"2008","Financial activities","TOTAL",2112000,2017
"2009","Financial activities","TOTAL",0,2017
"2010","Financial activities","TOTAL",49000,2017
"2011","Financial activities","TOTAL",186000,2017
"2012","Financial activities","TOTAL",41000,2017
"2013","Financial activities","TOTAL",116000,2017
"2014","Professional and business services","TOTAL",4841000,2017
"2015","Professional and business services","TOTAL",6129000,2017
"2016","Professional and business services","TOTAL",557000,2017
"2017","Professional and business services","TOTAL",3040000,2017
"2018","Professional and business services","TOTAL",644000,2017
"2019","Professional and business services","TOTAL",2279000,2017
"2020","Professional and business services","TOTAL",18000,2017
"2021","Professional and business services","TOTAL",131000,2017
"2022","Professional and business services","TOTAL",303000,2017
"2023","Professional and business services","TOTAL",311000,2017
"2024","Professional and business services","TOTAL",585000,2017
"2025","Education and health services","TOTAL",3308000,2017
"2026","Education and health services","TOTAL",19295000,2017
"2027","Education and health services","TOTAL",182000,2017
"2028","Education and health services","TOTAL",7172000,2017
"2029","Education and health services","TOTAL",1e+05,2017
"2030","Education and health services","TOTAL",3539000,2017
"2031","Education and health services","TOTAL",4000,2017
"2032","Education and health services","TOTAL",83000,2017
"2033","Education and health services","TOTAL",201000,2017
"2034","Education and health services","TOTAL",168000,2017
"2035","Education and health services","TOTAL",432000,2017
"2036","Leisure and hospitality","TOTAL",2018000,2017
"2037","Leisure and hospitality","TOTAL",998000,2017
"2038","Leisure and hospitality","TOTAL",201000,2017
"2039","Leisure and hospitality","TOTAL",8666000,2017
"2040","Leisure and hospitality","TOTAL",1042000,2017
"2041","Leisure and hospitality","TOTAL",708000,2017
"2042","Leisure and hospitality","TOTAL",5000,2017
"2043","Leisure and hospitality","TOTAL",37000,2017
"2044","Leisure and hospitality","TOTAL",110000,2017
"2045","Leisure and hospitality","TOTAL",139000,2017
"2046","Leisure and hospitality","TOTAL",367000,2017
"2047","Other services","TOTAL",695000,2017
"2048","Other services","TOTAL",976000,2017
"2049","Other services","TOTAL",27000,2017
"2050","Other services","TOTAL",2871000,2017
"2051","Other services","TOTAL",385000,2017
"2052","Other services","TOTAL",603000,2017
"2053","Other services","TOTAL",2000,2017
"2054","Other services","TOTAL",24000,2017
"2055","Other services","TOTAL",1110000,2017
"2056","Other services","TOTAL",442000,2017
"2057","Other services","TOTAL",349000,2017
"2058","Other services, except private households","TOTAL",688000,2017
"2059","Other services, except private households","TOTAL",970000,2017
"2060","Other services, except private households","TOTAL",27000,2017
"2061","Other services, except private households","TOTAL",2241000,2017
"2062","Other services, except private households","TOTAL",385000,2017
"2063","Other services, except private households","TOTAL",599000,2017
"2064","Other services, except private households","TOTAL",2000,2017
"2065","Other services, except private households","TOTAL",23000,2017
"2066","Other services, except private households","TOTAL",1110000,2017
"2067","Other services, except private households","TOTAL",442000,2017
"2068","Other services, except private households","TOTAL",340000,2017
"2069","Private households","TOTAL",7000,2017
"2070","Private households","TOTAL",6000,2017
"2071","Private households","TOTAL",0,2017
"2072","Private households","TOTAL",630000,2017
"2073","Private households","TOTAL",0,2017
"2074","Private households","TOTAL",4000,2017
"2075","Private households","TOTAL",0,2017
"2076","Private households","TOTAL",1000,2017
"2077","Private households","TOTAL",0,2017
"2078","Private households","TOTAL",0,2017
"2079","Private households","TOTAL",8000,2017
"2080","Public administration","TOTAL",1351000,2017
"2081","Public administration","TOTAL",1812000,2017
"2082","Public administration","TOTAL",1905000,2017
"2083","Public administration","TOTAL",325000,2017
"2084","Public administration","TOTAL",31000,2017
"2085","Public administration","TOTAL",1195000,2017
"2086","Public administration","TOTAL",21000,2017
"2087","Public administration","TOTAL",105000,2017
"2088","Public administration","TOTAL",165000,2017
"2089","Public administration","TOTAL",80000,2017
"2090","Public administration","TOTAL",94000,2017
"2091","Agriculture and related","Men",778000,2017
"2092","Agriculture and related","Men",38000,2017
"2093","Agriculture and related","Men",12000,2017
"2094","Agriculture and related","Men",48000,2017
"2095","Agriculture and related","Men",13000,2017
"2096","Agriculture and related","Men",13000,2017
"2097","Agriculture and related","Men",801000,2017
"2098","Agriculture and related","Men",11000,2017
"2099","Agriculture and related","Men",30000,2017
"2100","Agriculture and related","Men",20000,2017
"2101","Agriculture and related","Men",78000,2017
"2102","Mining, quarrying, and
oil and gas extraction","Men",119000,2017
"2103","Mining, quarrying, and
oil and gas extraction","Men",86000,2017
"2104","Mining, quarrying, and
oil and gas extraction","Men",4000,2017
"2105","Mining, quarrying, and
oil and gas extraction","Men",4000,2017
"2106","Mining, quarrying, and
oil and gas extraction","Men",9000,2017
"2107","Mining, quarrying, and
oil and gas extraction","Men",21000,2017
"2108","Mining, quarrying, and
oil and gas extraction","Men",1000,2017
"2109","Mining, quarrying, and
oil and gas extraction","Men",231000,2017
"2110","Mining, quarrying, and
oil and gas extraction","Men",54000,2017
"2111","Mining, quarrying, and
oil and gas extraction","Men",46000,2017
"2112","Mining, quarrying, and
oil and gas extraction","Men",80000,2017
"2113","Construction","Men",1732000,2017
"2114","Construction","Men",210000,2017
"2115","Construction","Men",13000,2017
"2116","Construction","Men",38000,2017
"2117","Construction","Men",90000,2017
"2118","Construction","Men",70000,2017
"2119","Construction","Men",5000,2017
"2120","Construction","Men",6576000,2017
"2121","Construction","Men",603000,2017
"2122","Construction","Men",158000,2017
"2123","Construction","Men",225000,2017
"2124","Manufacturing","Men",1774000,2017
"2125","Manufacturing","Men",1745000,2017
"2126","Manufacturing","Men",29000,2017
"2127","Manufacturing","Men",135000,2017
"2128","Manufacturing","Men",383000,2017
"2129","Manufacturing","Men",509000,2017
"2130","Manufacturing","Men",26000,2017
"2131","Manufacturing","Men",294000,2017
"2132","Manufacturing","Men",642000,2017
"2133","Manufacturing","Men",4323000,2017
"2134","Manufacturing","Men",995000,2017
"2135","Durable goods","Men",1189000,2017
"2136","Durable goods","Men",1328000,2017
"2137","Durable goods","Men",19000,2017
"2138","Durable goods","Men",60000,2017
"2139","Durable goods","Men",219000,2017
"2140","Durable goods","Men",325000,2017
"2141","Durable goods","Men",5000,2017
"2142","Durable goods","Men",228000,2017
"2143","Durable goods","Men",409000,2017
"2144","Durable goods","Men",2906000,2017
"2145","Durable goods","Men",548000,2017
"2146","Nondurable goods","Men",585000,2017
"2147","Nondurable goods","Men",418000,2017
"2148","Nondurable goods","Men",9000,2017
"2149","Nondurable goods","Men",75000,2017
"2150","Nondurable goods","Men",164000,2017
"2151","Nondurable goods","Men",184000,2017
"2152","Nondurable goods","Men",22000,2017
"2153","Nondurable goods","Men",66000,2017
"2154","Nondurable goods","Men",234000,2017
"2155","Nondurable goods","Men",1418000,2017
"2156","Nondurable goods","Men",448000,2017
"2157","Wholesale and retail trade","Men",833000,2017
"2158","Wholesale and retail trade","Men",519000,2017
"2159","Wholesale and retail trade","Men",48000,2017
"2160","Wholesale and retail trade","Men",316000,2017
"2161","Wholesale and retail trade","Men",5195000,2017
"2162","Wholesale and retail trade","Men",1460000,2017
"2163","Wholesale and retail trade","Men",32000,2017
"2164","Wholesale and retail trade","Men",91000,2017
"2165","Wholesale and retail trade","Men",679000,2017
"2166","Wholesale and retail trade","Men",374000,2017
"2167","Wholesale and retail trade","Men",1630000,2017
"2168","Wholesale trade","Men",324000,2017
"2169","Wholesale trade","Men",112000,2017
"2170","Wholesale trade","Men",3000,2017
"2171","Wholesale trade","Men",22000,2017
"2172","Wholesale trade","Men",963000,2017
"2173","Wholesale trade","Men",234000,2017
"2174","Wholesale trade","Men",26000,2017
"2175","Wholesale trade","Men",22000,2017
"2176","Wholesale trade","Men",122000,2017
"2177","Wholesale trade","Men",81000,2017
"2178","Wholesale trade","Men",610000,2017
"2179","Retail trade","Men",509000,2017
"2180","Retail trade","Men",407000,2017
"2181","Retail trade","Men",45000,2017
"2182","Retail trade","Men",293000,2017
"2183","Retail trade","Men",4231000,2017
"2184","Retail trade","Men",1226000,2017
"2185","Retail trade","Men",6000,2017
"2186","Retail trade","Men",68000,2017
"2187","Retail trade","Men",557000,2017
"2188","Retail trade","Men",293000,2017
"2189","Retail trade","Men",1020000,2017
"2190","Transportation and utilities","Men",613000,2017
"2191","Transportation and utilities","Men",287000,2017
"2192","Transportation and utilities","Men",25000,2017
"2193","Transportation and utilities","Men",90000,2017
"2194","Transportation and utilities","Men",86000,2017
"2195","Transportation and utilities","Men",801000,2017
"2196","Transportation and utilities","Men",3000,2017
"2197","Transportation and utilities","Men",174000,2017
"2198","Transportation and utilities","Men",527000,2017
"2199","Transportation and utilities","Men",334000,2017
"2200","Transportation and utilities","Men",3263000,2017
"2201","Information","Men",338000,2017
"2202","Information","Men",736000,2017
"2203","Information","Men",6000,2017
"2204","Information","Men",34000,2017
"2205","Information","Men",186000,2017
"2206","Information","Men",135000,2017
"2207","Information","Men",0,2017
"2208","Information","Men",13000,2017
"2209","Information","Men",268000,2017
"2210","Information","Men",27000,2017
"2211","Information","Men",30000,2017
"2212","Financial activities","Men",2245000,2017
"2213","Financial activities","Men",524000,2017
"2214","Financial activities","Men",33000,2017
"2215","Financial activities","Men",233000,2017
"2216","Financial activities","Men",1131000,2017
"2217","Financial activities","Men",431000,2017
"2218","Financial activities","Men",0,2017
"2219","Financial activities","Men",46000,2017
"2220","Financial activities","Men",174000,2017
"2221","Financial activities","Men",20000,2017
"2222","Financial activities","Men",102000,2017
"2223","Professional and business services","Men",2689000,2017
"2224","Professional and business services","Men",3930000,2017
"2225","Professional and business services","Men",413000,2017
"2226","Professional and business services","Men",1839000,2017
"2227","Professional and business services","Men",348000,2017
"2228","Professional and business services","Men",539000,2017
"2229","Professional and business services","Men",14000,2017
"2230","Professional and business services","Men",121000,2017
"2231","Professional and business services","Men",285000,2017
"2232","Professional and business services","Men",219000,2017
"2233","Professional and business services","Men",484000,2017
"2234","Education and health services","Men",1125000,2017
"2235","Education and health services","Men",5199000,2017
"2236","Education and health services","Men",121000,2017
"2237","Education and health services","Men",1430000,2017
"2238","Education and health services","Men",29000,2017
"2239","Education and health services","Men",341000,2017
"2240","Education and health services","Men",3000,2017
"2241","Education and health services","Men",76000,2017
"2242","Education and health services","Men",183000,2017
"2243","Education and health services","Men",67000,2017
"2244","Education and health services","Men",231000,2017
"2245","Leisure and hospitality","Men",1035000,2017
"2246","Leisure and hospitality","Men",557000,2017
"2247","Leisure and hospitality","Men",140000,2017
"2248","Leisure and hospitality","Men",4238000,2017
"2249","Leisure and hospitality","Men",280000,2017
"2250","Leisure and hospitality","Men",232000,2017
"2251","Leisure and hospitality","Men",4000,2017
"2252","Leisure and hospitality","Men",33000,2017
"2253","Leisure and hospitality","Men",104000,2017
"2254","Leisure and hospitality","Men",70000,2017
"2255","Leisure and hospitality","Men",301000,2017
"2256","Other services","Men",295000,2017
"2257","Other services","Men",553000,2017
"2258","Other services","Men",20000,2017
"2259","Other services","Men",666000,2017
"2260","Other services","Men",277000,2017
"2261","Other services","Men",80000,2017
"2262","Other services","Men",2000,2017
"2263","Other services","Men",24000,2017
"2264","Other services","Men",1075000,2017
"2265","Other services","Men",310000,2017
"2266","Other services","Men",315000,2017
"2267","Other services, except private households","Men",294000,2017
"2268","Other services, except private households","Men",551000,2017
"2269","Other services, except private households","Men",20000,2017
"2270","Other services, except private households","Men",624000,2017
"2271","Other services, except private households","Men",277000,2017
"2272","Other services, except private households","Men",80000,2017
"2273","Other services, except private households","Men",2000,2017
"2274","Other services, except private households","Men",23000,2017
"2275","Other services, except private households","Men",1075000,2017
"2276","Other services, except private households","Men",310000,2017
"2277","Other services, except private households","Men",307000,2017
"2278","Private households","Men",1000,2017
"2279","Private households","Men",2000,2017
"2280","Private households","Men",0,2017
"2281","Private households","Men",42000,2017
"2282","Private households","Men",0,2017
"2283","Private households","Men",0,2017
"2284","Private households","Men",0,2017
"2285","Private households","Men",1000,2017
"2286","Private households","Men",0,2017
"2287","Private households","Men",0,2017
"2288","Private households","Men",8000,2017
"2289","Public administration","Men",630000,2017
"2290","Public administration","Men",896000,2017
"2291","Public administration","Men",1556000,2017
"2292","Public administration","Men",132000,2017
"2293","Public administration","Men",17000,2017
"2294","Public administration","Men",295000,2017
"2295","Public administration","Men",15000,2017
"2296","Public administration","Men",99000,2017
"2297","Public administration","Men",154000,2017
"2298","Public administration","Men",63000,2017
"2299","Public administration","Men",80000,2017
"2300","Agriculture and related","Women",278000,2017
"2301","Agriculture and related","Women",14000,2017
"2302","Agriculture and related","Women",2000,2017
"2303","Agriculture and related","Women",29000,2017
"2304","Agriculture and related","Women",5000,2017
"2305","Agriculture and related","Women",68000,2017
"2306","Agriculture and related","Women",2e+05,2017
"2307","Agriculture and related","Women",0,2017
"2308","Agriculture and related","Women",0,2017
"2309","Agriculture and related","Women",4000,2017
"2310","Agriculture and related","Women",11000,2017
"2311","Mining, quarrying, and
oil and gas extraction","Women",27000,2017
"2312","Mining, quarrying, and
oil and gas extraction","Women",25000,2017
"2313","Mining, quarrying, and
oil and gas extraction","Women",0,2017
"2314","Mining, quarrying, and
oil and gas extraction","Women",1000,2017
"2315","Mining, quarrying, and
oil and gas extraction","Women",1000,2017
"2316","Mining, quarrying, and
oil and gas extraction","Women",31000,2017
"2317","Mining, quarrying, and
oil and gas extraction","Women",0,2017
"2318","Mining, quarrying, and
oil and gas extraction","Women",5000,2017
"2319","Mining, quarrying, and
oil and gas extraction","Women",1000,2017
"2320","Mining, quarrying, and
oil and gas extraction","Women",1000,2017
"2321","Mining, quarrying, and
oil and gas extraction","Women",1000,2017
"2322","Construction","Women",252000,2017
"2323","Construction","Women",56000,2017
"2324","Construction","Women",2000,2017
"2325","Construction","Women",9000,2017
"2326","Construction","Women",21000,2017
"2327","Construction","Women",421000,2017
"2328","Construction","Women",0,2017
"2329","Construction","Women",192000,2017
"2330","Construction","Women",9000,2017
"2331","Construction","Women",3000,2017
"2332","Construction","Women",7000,2017
"2333","Manufacturing","Women",871000,2017
"2334","Manufacturing","Women",509000,2017
"2335","Manufacturing","Women",8000,2017
"2336","Manufacturing","Women",81000,2017
"2337","Manufacturing","Women",224000,2017
"2338","Manufacturing","Women",783000,2017
"2339","Manufacturing","Women",35000,2017
"2340","Manufacturing","Women",10000,2017
"2341","Manufacturing","Women",32000,2017
"2342","Manufacturing","Women",1755000,2017
"2343","Manufacturing","Women",243000,2017
"2344","Durable goods","Women",503000,2017
"2345","Durable goods","Women",296000,2017
"2346","Durable goods","Women",5000,2017
"2347","Durable goods","Women",30000,2017
"2348","Durable goods","Women",76000,2017
"2349","Durable goods","Women",498000,2017
"2350","Durable goods","Women",1000,2017
"2351","Durable goods","Women",5000,2017
"2352","Durable goods","Women",25000,2017
"2353","Durable goods","Women",917000,2017
"2354","Durable goods","Women",106000,2017
"2355","Nondurable goods","Women",368000,2017
"2356","Nondurable goods","Women",213000,2017
"2357","Nondurable goods","Women",3000,2017
"2358","Nondurable goods","Women",51000,2017
"2359","Nondurable goods","Women",148000,2017
"2360","Nondurable goods","Women",285000,2017
"2361","Nondurable goods","Women",35000,2017
"2362","Nondurable goods","Women",4000,2017
"2363","Nondurable goods","Women",7000,2017
"2364","Nondurable goods","Women",837000,2017
"2365","Nondurable goods","Women",137000,2017
"2366","Wholesale and retail trade","Women",664000,2017
"2367","Wholesale and retail trade","Women",689000,2017
"2368","Wholesale and retail trade","Women",21000,2017
"2369","Wholesale and retail trade","Women",354000,2017
"2370","Wholesale and retail trade","Women",4934000,2017
"2371","Wholesale and retail trade","Women",1858000,2017
"2372","Wholesale and retail trade","Women",29000,2017
"2373","Wholesale and retail trade","Women",5000,2017
"2374","Wholesale and retail trade","Women",30000,2017
"2375","Wholesale and retail trade","Women",205000,2017
"2376","Wholesale and retail trade","Women",347000,2017
"2377","Wholesale trade","Women",189000,2017
"2378","Wholesale trade","Women",61000,2017
"2379","Wholesale trade","Women",1000,2017
"2380","Wholesale trade","Women",11000,2017
"2381","Wholesale trade","Women",341000,2017
"2382","Wholesale trade","Women",308000,2017
"2383","Wholesale trade","Women",25000,2017
"2384","Wholesale trade","Women",0,2017
"2385","Wholesale trade","Women",5000,2017
"2386","Wholesale trade","Women",41000,2017
"2387","Wholesale trade","Women",91000,2017
"2388","Retail trade","Women",476000,2017
"2389","Retail trade","Women",628000,2017
"2390","Retail trade","Women",21000,2017
"2391","Retail trade","Women",342000,2017
"2392","Retail trade","Women",4593000,2017
"2393","Retail trade","Women",1550000,2017
"2394","Retail trade","Women",4000,2017
"2395","Retail trade","Women",5000,2017
"2396","Retail trade","Women",25000,2017
"2397","Retail trade","Women",164000,2017
"2398","Retail trade","Women",256000,2017
"2399","Transportation and utilities","Women",263000,2017
"2400","Transportation and utilities","Women",92000,2017
"2401","Transportation and utilities","Women",9000,2017
"2402","Transportation and utilities","Women",62000,2017
"2403","Transportation and utilities","Women",37000,2017
"2404","Transportation and utilities","Women",851000,2017
"2405","Transportation and utilities","Women",1000,2017
"2406","Transportation and utilities","Women",2000,2017
"2407","Transportation and utilities","Women",16000,2017
"2408","Transportation and utilities","Women",39000,2017
"2409","Transportation and utilities","Women",584000,2017
"2410","Information","Women",226000,2017
"2411","Information","Women",399000,2017
"2412","Information","Women",0,2017
"2413","Information","Women",39000,2017
"2414","Information","Women",144000,2017
"2415","Information","Women",293000,2017
"2416","Information","Women",0,2017
"2417","Information","Women",0,2017
"2418","Information","Women",11000,2017
"2419","Information","Women",13000,2017
"2420","Information","Women",7000,2017
"2421","Financial activities","Women",2153000,2017
"2422","Financial activities","Women",383000,2017
"2423","Financial activities","Women",29000,2017
"2424","Financial activities","Women",93000,2017
"2425","Financial activities","Women",1153000,2017
"2426","Financial activities","Women",1681000,2017
"2427","Financial activities","Women",0,2017
"2428","Financial activities","Women",3000,2017
"2429","Financial activities","Women",12000,2017
"2430","Financial activities","Women",21000,2017
"2431","Financial activities","Women",14000,2017
"2432","Professional and business services","Women",2151000,2017
"2433","Professional and business services","Women",2198000,2017
"2434","Professional and business services","Women",144000,2017
"2435","Professional and business services","Women",1201000,2017
"2436","Professional and business services","Women",296000,2017
"2437","Professional and business services","Women",1740000,2017
"2438","Professional and business services","Women",3000,2017
"2439","Professional and business services","Women",10000,2017
"2440","Professional and business services","Women",18000,2017
"2441","Professional and business services","Women",91000,2017
"2442","Professional and business services","Women",101000,2017
"2443","Education and health services","Women",2183000,2017
"2444","Education and health services","Women",14096000,2017
"2445","Education and health services","Women",61000,2017
"2446","Education and health services","Women",5742000,2017
"2447","Education and health services","Women",71000,2017
"2448","Education and health services","Women",3198000,2017
"2449","Education and health services","Women",1000,2017
"2450","Education and health services","Women",7000,2017
"2451","Education and health services","Women",18000,2017
"2452","Education and health services","Women",101000,2017
"2453","Education and health services","Women",201000,2017
"2454","Leisure and hospitality","Women",983000,2017
"2455","Leisure and hospitality","Women",441000,2017
"2456","Leisure and hospitality","Women",61000,2017
"2457","Leisure and hospitality","Women",4428000,2017
"2458","Leisure and hospitality","Women",762000,2017
"2459","Leisure and hospitality","Women",476000,2017
"2460","Leisure and hospitality","Women",1000,2017
"2461","Leisure and hospitality","Women",3000,2017
"2462","Leisure and hospitality","Women",6000,2017
"2463","Leisure and hospitality","Women",68000,2017
"2464","Leisure and hospitality","Women",66000,2017
"2465","Other services","Women",4e+05,2017
"2466","Other services","Women",423000,2017
"2467","Other services","Women",7000,2017
"2468","Other services","Women",2206000,2017
"2469","Other services","Women",108000,2017
"2470","Other services","Women",524000,2017
"2471","Other services","Women",0,2017
"2472","Other services","Women",0,2017
"2473","Other services","Women",35000,2017
"2474","Other services","Women",131000,2017
"2475","Other services","Women",33000,2017
"2476","Other services, except private households","Women",394000,2017
"2477","Other services, except private households","Women",419000,2017
"2478","Other services, except private households","Women",7000,2017
"2479","Other services, except private households","Women",1617000,2017
"2480","Other services, except private households","Women",108000,2017
"2481","Other services, except private households","Women",519000,2017
"2482","Other services, except private households","Women",0,2017
"2483","Other services, except private households","Women",0,2017
"2484","Other services, except private households","Women",35000,2017
"2485","Other services, except private households","Women",131000,2017
"2486","Other services, except private households","Women",33000,2017
"2487","Private households","Women",6000,2017
"2488","Private households","Women",4000,2017
"2489","Private households","Women",0,2017
"2490","Private households","Women",588000,2017
"2491","Private households","Women",0,2017
"2492","Private households","Women",4000,2017
"2493","Private households","Women",0,2017
"2494","Private households","Women",0,2017
"2495","Private households","Women",0,2017
"2496","Private households","Women",0,2017
"2497","Private households","Women",0,2017
"2498","Public administration","Women",721000,2017
"2499","Public administration","Women",916000,2017
"2500","Public administration","Women",350000,2017
"2501","Public administration","Women",193000,2017
"2502","Public administration","Women",15000,2017
"2503","Public administration","Women",899000,2017
"2504","Public administration","Women",6000,2017
"2505","Public administration","Women",6000,2017
"2506","Public administration","Women",11000,2017
"2507","Public administration","Women",17000,2017
"2508","Public administration","Women",14000,2017
"2509","Agriculture and related","TOTAL",1083000,2016
"2510","Agriculture and related","TOTAL",53000,2016
"2511","Agriculture and related","TOTAL",14000,2016
"2512","Agriculture and related","TOTAL",95000,2016
"2513","Agriculture and related","TOTAL",15000,2016
"2514","Agriculture and related","TOTAL",88000,2016
"2515","Agriculture and related","TOTAL",945000,2016
"2516","Agriculture and related","TOTAL",11000,2016
"2517","Agriculture and related","TOTAL",38000,2016
"2518","Agriculture and related","TOTAL",36000,2016
"2519","Agriculture and related","TOTAL",84000,2016
"2520","Mining, quarrying, and oil and gas extraction","TOTAL",157000,2016
"2521","Mining, quarrying, and oil and gas extraction","TOTAL",134000,2016
"2522","Mining, quarrying, and oil and gas extraction","TOTAL",2000,2016
"2523","Mining, quarrying, and oil and gas extraction","TOTAL",8000,2016
"2524","Mining, quarrying, and oil and gas extraction","TOTAL",13000,2016
"2525","Mining, quarrying, and oil and gas extraction","TOTAL",49000,2016
"2526","Mining, quarrying, and oil and gas extraction","TOTAL",0,2016
"2527","Mining, quarrying, and oil and gas extraction","TOTAL",231000,2016
"2528","Mining, quarrying, and oil and gas extraction","TOTAL",52000,2016
"2529","Mining, quarrying, and oil and gas extraction","TOTAL",62000,2016
"2530","Mining, quarrying, and oil and gas extraction","TOTAL",84000,2016
"2531","Construction","TOTAL",1784000,2016
"2532","Construction","TOTAL",266000,2016
"2533","Construction","TOTAL",13000,2016
